,Nom,trajet,steps,type,distance,time,vehicule_type,distance_autocar,duration_autocar
578,Lille-Reims route 4,Lille;-Reims,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Champagne-Ardenne TGV""]","['TGV INOUI', 'TGV INOUI']","['225 km', '136 km']","[3900, 2340]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",18379,2602
579,Lille-Reims route 5,Lille;-Reims,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Champagne-Ardenne TGV"", ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['225 km', '136 km', '7.7 km']","[3900, 2340, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14247,2058
580,Lille-Reims route 6,Lille;-Reims,"['Lille Europe;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['203 km', '116 km', '7.7 km']","[3420, 1800, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11771,1107
581,Lille-Rennes route 1,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",38099,4187
582,Lille-Rennes route 2,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",38099,4187
583,Lille-Rennes route 3,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",38099,4187
584,Lille-Rennes route 4,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",38099,4187
585,Lille-Rennes route 5,Lille;-Rennes,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Rennes']","['TGV INOUI', 'TGV INOUI']","['225 km', '356 km']","[3900, 5280]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",38099,4187
586,Lille-Rennes route 6,Lille;-Rennes,['Lille Europe;-Rennes'],['TGV INOUI'],['638 km'],[13800],['HIGH_SPEED_TRAIN'],16820,1646
587,Lille-Strasbourg route 1,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'TGV INOUI']","['225 km', '438 km']","[3900, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17880,2628
588,Lille-Strasbourg route 2,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'TGV INOUI']","['225 km', '438 km']","[3900, 6360]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",17880,2628
589,Lille-Strasbourg route 3,Lille;-Strasbourg,"['Lille Flandres;-Gare du Nord', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TGV INOUI', 'TER']","['225 km', '438 km', '3.2 km']","[3900, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14111,2058
590,Lille-Strasbourg route 4,Lille;-Strasbourg,"['Lille Europe;-Gare du Nord', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['238 km', '438 km', '3.2 km']","[5340, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14263,2017
591,Lille-Strasbourg route 5,Lille;-Strasbourg,"['Lille Flandres;-Charles de Gaulle Airport 2 TGV', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['OUIGO', 'ICE', 'TER']","['203 km', '438 km', '3.2 km']","[3480, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",39124,3745
592,Lille-Strasbourg route 6,Lille;-Strasbourg,"['Lille Europe;-Strasbourg', 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TER']","['643 km', '3.2 km']","[12960, 240]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",11635,1107
593,Lille-Saint-Étienne route 1,Lille;-Saint-Étienne,"['Lille Flandres;-Lyon Saint-Exupéry TGV', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['OUIGO', 'TER']","['657 km', '59.8 km']","[10980, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",39484,3405
594,Lille-Saint-Étienne route 2,Lille;-Saint-Étienne,"['Lille Flandres;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['OUIGO', 'TER']","['645 km', '59.8 km']","[10980, 2820]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12811,1300
595,Lille-Saint-Étienne route 3,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[10740, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12963,1259
596,Lille-Saint-Étienne route 4,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[11040, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12963,1259
597,Lille-Saint-Étienne route 5,Lille;-Saint-Étienne,"['Lille Europe;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['645 km', '59.8 km']","[11160, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",12963,1259
598,Lille-Saint-Étienne route 6,Lille;-Saint-Étienne,"['Lille Flandres;-Gare du Nord', 'Gare de Lyon;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TGV INOUI']","['225 km', '487 km']","[3960, 10380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",19863,3229
599,Lille-Toulouse route 1,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['TGV INOUI', 'TGV INOUI', 'INTERCITES', 'TER']","['225 km', '542 km', '257 km', '3.9 km']","[3900, 8820, 8880, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']",34128,3884
600,Lille-Toulouse route 2,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI', 'INTERCITES']","['225 km', '542 km', '257 km']","[3900, 8820, 8880]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN']",37262,4300
601,Lille-Toulouse route 3,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['225 km', '794 km']","[3900, 16980]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",37262,4300
602,Lille-Toulouse route 4,Lille;-Toulouse,"['Lille Flandres;-Gare du Nord', 'Gare Montparnasse;-Toulouse Matabiau']","['TGV INOUI', 'TGV INOUI']","['225 km', '794 km']","[4020, 16860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",37262,4300
603,Lyon-Angers route 1,Lyon;-Angers,"['Lyon-Perrache;-Le Mans', 'Le Mans;-Angers Maître École']","['TGV INOUI', 'TER']","['625 km', '94.8 km']","[11700, 3300]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",28643,1943
604,Lyon-Angers route 2,Lyon;-Angers,"['Lyon Part Dieu;-Le Mans', 'Le Mans;-Angers Maître École']","['TGV INOUI', 'TER']","['620 km', '94.8 km']","[10800, 3300]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",19464,1741
605,Lyon-Angers route 3,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'OUIGO']","['427 km', '298 km']","[6960, 4860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27604,3745
606,Lyon-Angers route 4,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['FR', 'OUIGO']","['431 km', '298 km']","[6960, 4860]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",27604,3745
607,Lyon-Angers route 5,Lyon;-Angers,"['Lyon Part Dieu;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['418 km', '346 km']","[6360, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",20605,2109
608,Lyon-Angers route 6,Lyon;-Angers,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Angers Saint-Laud']","['TGV INOUI', 'TGV INOUI']","['427 km', '298 km']","[6960, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",27604,3745
609,Lyon-Auxerre route 1,Lyon;-Auxerre,[],[],[],[],[],309890,10707
610,Lyon-Auxerre route 2,Lyon;-Auxerre,"['Lyon Part Dieu;-Dijon', 'Dijon;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['192 km', '159 km', '19.4 km']","[6480, 5040, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",20000,1878
611,Lyon-Auxerre route 3,Lyon;-Auxerre,"['Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TER']","['352 km', '19.4 km']","[13380, 960]","['HEAVY_RAIL', 'HEAVY_RAIL']",20000,1878
612,Lyon-Auxerre route 4,Lyon;-Auxerre,"['Lyon Part Dieu;-Laroche Migennes', 'Laroche Migennes;-Auxerre Saint-Gervais']","['TER', 'TER']","['352 km', '19.4 km']","[13380, 960]","['HEAVY_RAIL', 'HEAVY_RAIL']",20000,1878
613,Lyon-Auxerre route 5,Lyon;-Auxerre,[],[],[],[],[],309890,10707
614,Lyon-Auxerre route 6,Lyon;-Auxerre,[],[],[],[],[],309890,10707
615,Lyon-Brest route 1,Lyon;-Brest,"['Lyon-Perrache;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['788 km', '249 km']","[14640, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",31675,2262
616,Lyon-Brest route 2,Lyon;-Brest,"['Lyon Part Dieu;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['782 km', '249 km']","[13740, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",22496,2060
617,Lyon-Brest route 3,Lyon;-Brest,"['Lyon-Perrache;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['788 km', '249 km']","[14640, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",31675,2262
618,Lyon-Brest route 4,Lyon;-Brest,"['Lyon Part Dieu;-Rennes', 'Rennes;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['782 km', '249 km']","[13740, 7680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",22496,2060
619,Lyon-Brest route 5,Lyon;-Brest,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['427 km', '605 km']","[7440, 13320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29495,3696
620,Lyon-Brest route 6,Lyon;-Brest,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Brest Train Station']","['TGV INOUI', 'TGV INOUI']","['427 km', '605 km']","[6960, 13140]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",29495,3696
621,Lyon-Le Havre route 1,Lyon;-Le Havre,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['FR', 'TER']","['440 km', '227 km']","[6780, 7500]","['HEAVY_RAIL', 'HEAVY_RAIL']",23885,3426
622,Lyon-Le Havre route 2,Lyon;-Le Havre,['Lyon Part Dieu;-Gare de Lyon'],['TGV INOUI'],['427 km'],[6960],['HIGH_SPEED_TRAIN'],223907,10121
623,Lyon-Le Havre route 3,Lyon;-Le Havre,"['Lyon Saint-Exupéry TGV;-Marne-la-Vallée - Chessy', 'Saint-Lazare;-Le Havre']","['OUIGO', 'TER']","['430 km', '227 km']","[6180, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",64168,5352
624,Lyon-Le Havre route 4,Lyon;-Le Havre,['Lyon Saint-Exupéry TGV;-Marne-la-Vallée - Chessy'],['OUIGO'],['430 km'],[6180],['HIGH_SPEED_TRAIN'],262160,10546
625,Lyon-Le Havre route 5,Lyon;-Le Havre,"['Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['FR', 'TER']","['431 km', '227 km']","[6960, 7860]","['HEAVY_RAIL', 'HEAVY_RAIL']",28609,3970
626,Lyon-Le Havre route 6,Lyon;-Le Havre,"['Lyon Part Dieu;-Gare de Lyon', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['427 km', '227 km']","[6960, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",28609,3970
627,Lyon-Lens route 1,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14947,1304
628,Lyon-Lens route 2,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14947,1304
629,Lyon-Lens route 3,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TER']","['657 km', '38.7 km']","[10800, 2580]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14947,1304
630,Lyon-Lens route 4,Lyon;-Lens,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['OUIGO', 'TGV INOUI', 'TER']","['439 km', '225 km', '38.7 km']","[6780, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",21447,3156
631,Lyon-Lens route 5,Lyon;-Lens,"['Lyon-Perrache;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['432 km', '199 km']","[8280, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",35350,3902
632,Lyon-Lens route 6,Lyon;-Lens,"['Lyon-Perrache;-Gare de Lyon', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['432 km', '199 km']","[8280, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",35350,3902
633,Lyon-Lille route 1,Lyon;-Lille,['Lyon Saint-Exupéry TGV;-Lille Flandres'],['OUIGO'],['657 km'],[10800],['HIGH_SPEED_TRAIN'],26768,1967
634,Lyon-Lille route 2,Lyon;-Lille,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['OUIGO', 'TGV INOUI']","['439 km', '225 km']","[6780, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",33268,3819
635,Lyon-Lille route 3,Lyon;-Lille,['Lyon Part Dieu;-Lille Europe'],['TGV INOUI'],['645 km'],[10680],['HIGH_SPEED_TRAIN'],30296,2412
636,Lyon-Lille route 4,Lyon;-Lille,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare du Nord;-Lille Flandres']","['OUIGO', 'TGV INOUI']","['439 km', '225 km']","[6780, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",33268,3819
637,Lyon-Lille route 5,Lyon;-Lille,['Lyon Part Dieu;-Lille Europe'],['TGV INOUI'],['645 km'],[10680],['HIGH_SPEED_TRAIN'],30296,2412
638,Lyon-Lille route 6,Lyon;-Lille,['Lyon Saint-Exupéry TGV;-Lille Flandres'],['OUIGO'],['657 km'],[11700],['HIGH_SPEED_TRAIN'],26768,1967
639,Lyon-Marseille route 1,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['320 km'],[6240],['HIGH_SPEED_TRAIN'],25976,2393
640,Lyon-Marseille route 2,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['320 km'],[6240],['HIGH_SPEED_TRAIN'],25976,2393
641,Lyon-Marseille route 3,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Nîmes', 'Nîmes;-Marseille Saint-Charles']","['OUIGO', 'INTERCITES']","['248 km', '126 km']","[3960, 4260]","['HIGH_SPEED_TRAIN', 'LONG_DISTANCE_TRAIN']",21252,1849
642,Lyon-Marseille route 4,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Aix-en-Provence TGV', 'Aix-en-Provence TGV;-Marseille Saint-Charles']","['OUIGO', 'TGV INOUI']","['290 km', '19.4 km']","[3840, 720]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21252,1849
643,Lyon-Marseille route 5,Lyon;-Marseille,"['Lyon Saint-Exupéry TGV;-Aix-en-Provence TGV', 'Aix-en-Provence TGV;-Marseille Saint-Charles']","['OUIGO', 'TGV INOUI']","['290 km', '19.4 km']","[3840, 720]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",21252,1849
644,Lyon-Marseille route 6,Lyon;-Marseille,['Lyon Part Dieu;-Marseille Saint-Charles'],['TGV INOUI'],['325 km'],[6960],['HIGH_SPEED_TRAIN'],25976,2393
645,Lyon-Monaco route 1,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19527,1763
646,Lyon-Monaco route 2,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19527,1763
647,Lyon-Monaco route 3,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19527,1763
648,Lyon-Monaco route 4,Lyon;-Monaco,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TER', 'TER']","['320 km', '193 km', '46.9 km']","[6240, 7620, 3780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']",19527,1763
649,Lyon-Monaco route 5,Lyon;-Monaco,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['OUIGO', 'TGV INOUI', 'TER']","['373 km', '157 km', '16.0 km']","[7620, 6420, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14803,1219
650,Lyon-Monaco route 6,Lyon;-Monaco,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Monaco-Monte-Carlo station']","['OUIGO', 'TGV INOUI', 'TER']","['373 km', '126 km', '46.9 km']","[7620, 4320, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",14803,1219
651,Lyon-Montpellier route 1,Lyon;-Montpellier,['Lyon Saint-Exupéry TGV;-Montpellier Saint-Roch'],['OUIGO'],['297 km'],[5700],['HIGH_SPEED_TRAIN'],20868,2179
652,Lyon-Montpellier route 2,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['TGV INOUI'],['314 km'],[6780],['HIGH_SPEED_TRAIN'],25592,2723
653,Lyon-Montpellier route 3,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['TGV INOUI'],['314 km'],[6780],['HIGH_SPEED_TRAIN'],25592,2723
654,Lyon-Montpellier route 4,Lyon;-Montpellier,"['Lyon Part Dieu;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Sud de France']","['TGV INOUI', 'OUIGO']","['102 km', '204 km']","[2160, 3660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",36375,3002
655,Lyon-Montpellier route 5,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['AVE INT'],['314 km'],[6540],['HEAVY_RAIL'],25592,2723
656,Lyon-Montpellier route 6,Lyon;-Montpellier,['Lyon Part Dieu;-Montpellier Saint-Roch'],['AVE INT'],['314 km'],[6540],['HEAVY_RAIL'],25592,2723
657,Lyon-Nantes route 1,Lyon;-Nantes,"['Lyon-Perrache;-Le Mans', 'Le Mans;-Angers Saint-Laud', 'Angers Saint-Laud;-Nantes']","['TGV INOUI', 'TER', 'TGV INOUI']","['625 km', '96.7 km', '87.3 km']","[11700, 3600, 2220]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",32341,2509
658,Lyon-Nantes route 2,Lyon;-Nantes,"['Lyon Part Dieu;-Le Mans', 'Le Mans;-Angers Saint-Laud', 'Angers Saint-Laud;-Nantes']","['TGV INOUI', 'TER', 'TGV INOUI']","['620 km', '96.7 km', '87.3 km']","[10800, 3600, 2220]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",23162,2307
659,Lyon-Nantes route 3,Lyon;-Nantes,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['TGV INOUI', 'OUIGO']","['427 km', '385 km']","[6960, 7320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",30161,3943
660,Lyon-Nantes route 4,Lyon;-Nantes,"['Lyon Part Dieu;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['FR', 'OUIGO']","['431 km', '385 km']","[6960, 7320]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']",30161,3943
661,Lyon-Nantes route 5,Lyon;-Nantes,"['Lyon Saint-Exupéry TGV;-Gare de Lyon', 'Gare Montparnasse;-Nantes']","['OUIGO', 'TGV INOUI']","['439 km', '385 km']","[6780, 8580]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']",25437,3399
662,Lyon-Nantes route 6,Lyon;-Nantes,"['Lyon Part Dieu;-Le Mans', 'Le Mans;-Nantes']","['TGV INOUI', 'TER']","['620 km', '184 km']","[10740, 5640]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",23162,2307
663,Lyon-Nice route 1,Lyon;-Nice,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TER']","['320 km', '218 km']","[6240, 9220]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",24876,2285
664,Lyon-Nice route 2,Lyon;-Nice,"['Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TER']","['320 km', '218 km']","[6240, 9220]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",24876,2285
665,Lyon-Nice route 3,Lyon;-Nice,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['OUIGO', 'TGV INOUI', 'TER']","['373 km', '126 km', '25.1 km']","[7620, 4320, 1680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",20152,1741
666,Lyon-Nice route 4,Lyon;-Nice,"['Lyon Saint-Exupéry TGV;-Toulon', 'Toulon;-Nice Saint-Augustin']","['OUIGO', 'TER']","['373 km', '151 km']","[7620, 6360]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",20152,1741
667,Lyon-Nice route 5,Lyon;-Nice,"['Lyon Saint-Exupéry TGV;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['FR', 'TER']","['596 km', '218 km']","[5700, 9060]","['HEAVY_RAIL', 'HEAVY_RAIL']",20152,1741
668,Lyon-Nice route 6,Lyon;-Nice,"['Lyon Part Dieu;-Toulon', 'Toulon;-Nice Saint-Augustin']","['TGV INOUI', 'TER']","['387 km', '151 km']","[9660, 6300]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']",24876,2285
669,Lyon-Paris Saint-Germain route 1,Lyon;-Paris Saint-Germain,['Lyon Saint-Exupéry TGV;-Gare de Lyon'],['FR'],['440 km'],[6780],['HEAVY_RAIL'],28172,2670
670,Lyon-Paris Saint-Germain route 2,Lyon;-Paris Saint-Germain,['Lyon Saint-Exupéry TGV;-Gare de Lyon'],['FR'],['440 km'],[6780],['HEAVY_RAIL'],28172,2670
671,Lyon-Paris Saint-Germain route 3,Lyon;-Paris Saint-Germain,['Lyon Saint-Exupéry TGV;-Gare de Lyon'],['FR'],['440 km'],[6780],['HEAVY_RAIL'],28172,2670
672,Lyon-Paris Saint-Germain route 4,Lyon;-Paris Saint-Germain,['Lyon Saint-Exupéry TGV;-Gare de Lyon'],['FR'],['440 km'],[6780],['HEAVY_RAIL'],28172,2670
673,Lyon-Paris Saint-Germain route 5,Lyon;-Paris Saint-Germain,['Lyon Part Dieu;-Gare de Lyon'],['TGV INOUI'],['427 km'],[6960],['HIGH_SPEED_TRAIN'],32896,3214
