,Nom,trajet,steps,type,distance,time,vehicule_type
1004,Montpellier-Toulouse route 3,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['INTERCITES'],['247 km'],[7800],['LONG_DISTANCE_TRAIN']
1005,Montpellier-Toulouse route 4,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['TGV INOUI'],['247 km'],[7920],['HIGH_SPEED_TRAIN']
1006,Montpellier-Toulouse route 5,Montpellier;-Toulouse,"['Montpellier Saint-Roch;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['INTERCITES', 'TER']","['247 km', '3.9 km']","[8040, 240]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1007,Montpellier-Toulouse route 6,Montpellier;-Toulouse,['Montpellier Saint-Roch;-Toulouse Matabiau'],['TER'],['247 km'],[10440],['HEAVY_RAIL']
1008,Nantes-Angers route 1,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER19'],['87.3 km'],[2460],['HEAVY_RAIL']
1009,Nantes-Angers route 2,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER19'],['87.3 km'],[2460],['HEAVY_RAIL']
1010,Nantes-Angers route 3,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['INTERCITES'],['87.3 km'],[2520],['LONG_DISTANCE_TRAIN']
1011,Nantes-Angers route 4,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['TER21'],['87.3 km'],[2520],['HEAVY_RAIL']
1012,Nantes-Angers route 5,Nantes;-Angers,[],[],[],[],[]
1013,Nantes-Angers route 6,Nantes;-Angers,['Nantes;-Angers Saint-Laud'],['OUIGO'],['87.3 km'],[2580],['LONG_DISTANCE_TRAIN']
1014,Nantes-Auxerre route 1,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Sens"", 'Sens;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '110 km', '61.7 km']","[7260, 3300, 2880]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1015,Nantes-Auxerre route 2,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Auxerre Saint-Gervais""]","['TGV INOUI', 'TER']","['385 km', '173 km']","[8280, 6780]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1016,Nantes-Auxerre route 3,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '152 km', '19.4 km']","[7620, 5340, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1017,Nantes-Auxerre route 4,Nantes;-Auxerre,"['Nantes;-Gare Montparnasse', ""Paris Bercy Bourgogne - Pays d'Auvergne;-Laroche Migennes"", 'Laroche Migennes;-Auxerre Saint-Gervais']","['TGV INOUI', 'TER', 'TER']","['385 km', '152 km', '19.4 km']","[8280, 5400, 1020]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1018,Nantes-Brest route 1,Nantes;-Brest,['Rennes;-Brest Train Station'],['TER'],['249 km'],[8220],['HEAVY_RAIL']
1019,Nantes-Brest route 2,Nantes;-Brest,"['Nantes;-Rennes', 'Rennes;-Brest Train Station']","['TER02', 'TER']","['149 km', '249 km']","[4560, 8220]","['HEAVY_RAIL', 'HEAVY_RAIL']"
1020,Nantes-Brest route 3,Nantes;-Brest,['Nantes;-Quimper'],['TER02Bis'],['254 km'],[9660],['HEAVY_RAIL']
1021,Nantes-Brest route 4,Nantes;-Brest,"['Nantes;-Redon', 'Redon;-Rennes', 'Rennes;-Brest Train Station']","['TER02Bis', 'TER', 'TGV INOUI']","['80.9 km', '71.2 km', '249 km']","[2520, 2160, 6960]","['HEAVY_RAIL', 'HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1022,Nantes-Brest route 5,Nantes;-Brest,"['Nantes;-Rennes', 'Rennes;-Brest Train Station']","['TER02', 'TGV INOUI']","['149 km', '249 km']","[4560, 7680]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1023,Nantes-Brest route 6,Nantes;-Brest,[],[],[],[],[]
1024,Nantes-Le Havre route 1,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7260, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1025,Nantes-Le Havre route 2,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7260, 7860]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1026,Nantes-Le Havre route 3,Nantes;-Le Havre,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[8280],['HIGH_SPEED_TRAIN']
1027,Nantes-Le Havre route 4,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1028,Nantes-Le Havre route 5,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1029,Nantes-Le Havre route 6,Nantes;-Le Havre,"['Nantes;-Gare Montparnasse', 'Saint-Lazare;-Le Havre']","['TGV INOUI', 'TER']","['385 km', '227 km']","[7620, 7920]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1030,Nantes-Lens route 1,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '225 km', '38.7 km']","[7260, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1031,Nantes-Lens route 2,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres', 'Lille Flandres;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '225 km', '38.7 km']","[7260, 3780, 2400]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1032,Nantes-Lens route 3,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['385 km', '199 km']","[7620, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1033,Nantes-Lens route 4,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lens']","['TGV INOUI', 'TGV INOUI']","['385 km', '199 km']","[7620, 4260]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1034,Nantes-Lens route 5,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Arras', 'Arras;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '179 km', '19.1 km']","[8280, 2940, 960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1035,Nantes-Lens route 6,Nantes;-Lens,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Douai', 'Douai;-Lens']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '205 km', '25.8 km']","[8280, 3960, 1860]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1036,Nantes-Lille route 1,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7260, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1037,Nantes-Lille route 2,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7260, 3780]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1038,Nantes-Lille route 3,Nantes;-Lille,"['Nantes;-Massy TGV', 'Massy TGV;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['402 km', '289 km']","[9360, 7380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1039,Nantes-Lille route 4,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Europe']","['TGV INOUI', 'TGV INOUI']","['385 km', '233 km']","[7620, 4500]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1040,Nantes-Lille route 5,Nantes;-Lille,"['Nantes;-Gare Montparnasse', 'Gare du Nord;-Lille Flandres']","['TGV INOUI', 'TGV INOUI']","['385 km', '225 km']","[7620, 3900]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1041,Nantes-Lille route 6,Nantes;-Lille,"['Nantes;-Marne-la-Vallée - Chessy', 'Marne-la-Vallée - Chessy;-Lille Flandres']","['TGV INOUI', 'OUIGO']","['433 km', '227 km']","[10080, 4920]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1042,Nantes-Lyon route 1,Nantes;-Lyon,"['Nantes;-Le Mans', 'Le Mans;-Lyon Part Dieu']","['TER', 'TGV INOUI']","['184 km', '620 km']","[5520, 10800]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN']"
1043,Nantes-Lyon route 2,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['385 km', '427 km']","[7260, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1044,Nantes-Lyon route 3,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu']","['TGV INOUI', 'TGV INOUI']","['385 km', '427 km']","[7260, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1045,Nantes-Lyon route 4,Nantes;-Lyon,['Nantes;-Lyon Part Dieu'],['TGV INOUI'],['835 km'],[17160],['HIGH_SPEED_TRAIN']
1046,Nantes-Lyon route 5,Nantes;-Lyon,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Saint-Exupéry TGV']","['TGV INOUI', 'TGV INOUI']","['385 km', '439 km']","[7260, 6600]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1047,Nantes-Lyon route 6,Nantes;-Lyon,['Nantes;-Lyon Part Dieu'],['TGV INOUI'],['835 km'],[17160],['HIGH_SPEED_TRAIN']
1048,Nantes-Marseille route 1,Nantes;-Marseille,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['385 km', '747 km']","[7260, 12120]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1049,Nantes-Marseille route 2,Nantes;-Marseille,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['835 km', '320 km']","[17160, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1050,Nantes-Marseille route 3,Nantes;-Marseille,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['835 km', '320 km']","[17160, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1051,Nantes-Marseille route 4,Nantes;-Marseille,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['835 km', '320 km']","[17160, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1052,Nantes-Marseille route 5,Nantes;-Marseille,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI']","['385 km', '747 km']","[7620, 11880]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1053,Nantes-Marseille route 6,Nantes;-Marseille,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles']","['TGV INOUI', 'TGV INOUI', 'TGV INOUI']","['385 km', '427 km', '320 km']","[8280, 7680, 5940]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1054,Nantes-Monaco route 1,Nantes;-Monaco,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '969 km', '16.0 km']","[7260, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1055,Nantes-Monaco route 2,Nantes;-Monaco,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '969 km', '16.0 km']","[7260, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1056,Nantes-Monaco route 3,Nantes;-Monaco,"['Rennes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['356 km', '969 km', '16.0 km']","[5340, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1057,Nantes-Monaco route 4,Nantes;-Monaco,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '969 km', '16.0 km']","[7260, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1058,Nantes-Monaco route 5,Nantes;-Monaco,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville', 'Nice-Ville;-Monaco-Monte-Carlo station']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '969 km', '16.0 km']","[7260, 20460, 1380]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1059,Nantes-Monaco route 6,Nantes;-Monaco,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville']","['TGV INOUI', 'TGV INOUI']","['385 km', '969 km']","[7620, 20100]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1060,Nantes-Montpellier route 1,Nantes;-Montpellier,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['385 km', '736 km']","[7260, 12540]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1061,Nantes-Montpellier route 2,Nantes;-Montpellier,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['835 km', '314 km']","[17160, 6660]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1062,Nantes-Montpellier route 3,Nantes;-Montpellier,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TGV INOUI', 'OUIGO', 'TGV INOUI']","['385 km', '525 km', '212 km']","[8280, 8040, 4320]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1063,Nantes-Montpellier route 4,Nantes;-Montpellier,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Valence TGV Rhône-Alpes Sud', 'Valence TGV Rhône-Alpes Sud;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI', 'TGV INOUI']","['385 km', '525 km', '212 km']","[7620, 7800, 5160]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1064,Nantes-Montpellier route 5,Nantes;-Montpellier,"['Nantes;-Charles de Gaulle Airport 2 TGV', 'Charles de Gaulle Airport 2 TGV;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['459 km', '756 km']","[10920, 14640]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1065,Nantes-Montpellier route 6,Nantes;-Montpellier,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Montpellier Saint-Roch']","['TGV INOUI', 'TGV INOUI']","['804 km', '314 km']","[15960, 6960]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1066,Nantes-Nice route 1,Nantes;-Nice,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Cannes', 'Cannes;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '938 km', '25.1 km']","[7260, 18300, 1800]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1067,Nantes-Nice route 2,Nantes;-Nice,"['Nantes;-Le Mans', 'Le Mans;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TER', 'TGV INOUI', 'TGV INOUI', 'TER']","['184 km', '620 km', '320 km', '218 km']","[5520, 10800, 6180, 9240]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1068,Nantes-Nice route 3,Nantes;-Nice,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['835 km', '320 km', '218 km']","[17160, 5940, 9065]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1069,Nantes-Nice route 4,Nantes;-Nice,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-Marseille Saint-Charles', 'Marseille Saint-Charles;-Nice Saint-Augustin']","['TGV INOUI', 'TGV INOUI', 'TER']","['835 km', '320 km', '218 km']","[17160, 5940, 9065]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1070,Nantes-Nice route 5,Nantes;-Nice,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville']","['TGV INOUI', 'OUIGO']","['385 km', '969 km']","[8280, 21420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1071,Nantes-Nice route 6,Nantes;-Nice,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Nice-Ville']","['TGV INOUI', 'OUIGO']","['385 km', '969 km']","[8280, 21420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1072,Nantes-Paris Saint-Germain route 1,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[7260],['HIGH_SPEED_TRAIN']
1073,Nantes-Paris Saint-Germain route 2,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[7260],['HIGH_SPEED_TRAIN']
1074,Nantes-Paris Saint-Germain route 3,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[7260],['HIGH_SPEED_TRAIN']
1075,Nantes-Paris Saint-Germain route 4,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[8280],['HIGH_SPEED_TRAIN']
1076,Nantes-Paris Saint-Germain route 5,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[7620],['HIGH_SPEED_TRAIN']
1077,Nantes-Paris Saint-Germain route 6,Nantes;-Paris Saint-Germain,['Nantes;-Gare Montparnasse'],['TGV INOUI'],['385 km'],[8280],['HIGH_SPEED_TRAIN']
1078,Nantes-Reims route 1,Nantes;-Reims,"['Nantes;-Gare Montparnasse', 'Marne-la-Vallée - Chessy;-Champagne-Ardenne TGV']","['TGV INOUI', 'TGV INOUI']","['385 km', '114 km']","[7260, 1680]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1079,Nantes-Reims route 2,Nantes;-Reims,"['Nantes;-Gare Montparnasse', 'Marne-la-Vallée - Chessy;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '114 km', '7.7 km']","[7260, 1680, 420]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1080,Nantes-Reims route 3,Nantes;-Reims,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Reims"", ""Reims;-Franchet d'Esperey""]","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '146 km', '2.2 km']","[8280, 2760, 180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1081,Nantes-Reims route 4,Nantes;-Reims,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Reims""]","['TGV INOUI', 'TGV INOUI']","['385 km', '146 km']","[8280, 2760]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1082,Nantes-Reims route 5,Nantes;-Reims,"['Nantes;-Champagne-Ardenne TGV', ""Champagne-Ardenne TGV;-Franchet d'Esperey""]","['TGV INOUI', 'TER']","['575 km', '7.7 km']","[13860, 420]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1083,Nantes-Reims route 6,Nantes;-Reims,['Nantes;-Champagne-Ardenne TGV'],['TGV INOUI'],['575 km'],[13860],['HIGH_SPEED_TRAIN']
1084,Nantes-Rennes route 1,Nantes;-Rennes,[],[],[],[],[]
1085,Nantes-Rennes route 2,Nantes;-Rennes,[],[],[],[],[]
1086,Nantes-Rennes route 3,Nantes;-Rennes,[],[],[],[],[]
1087,Nantes-Rennes route 4,Nantes;-Rennes,[],[],[],[],[]
1088,Nantes-Rennes route 5,Nantes;-Rennes,['Nantes;-Rennes'],['TER02'],['149 km'],[4560],['HEAVY_RAIL']
1089,Nantes-Rennes route 6,Nantes;-Rennes,['Nantes;-Rennes'],['TER02'],['149 km'],[4560],['HEAVY_RAIL']
1090,Nantes-Strasbourg route 1,Nantes;-Strasbourg,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['385 km', '438 km', '3.2 km']","[7260, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1091,Nantes-Strasbourg route 2,Nantes;-Strasbourg,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'ICE', 'TER']","['385 km', '438 km', '3.2 km']","[8280, 6360, 240]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1092,Nantes-Strasbourg route 3,Nantes;-Strasbourg,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Strasbourg"", 'Strasbourg;-Krimmeri-Meinau']","['TGV INOUI', 'TGV INOUI', 'TER']","['385 km', '438 km', '3.2 km']","[7620, 6360, 180]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1093,Nantes-Strasbourg route 4,Nantes;-Strasbourg,['Nantes;-Strasbourg'],['TGV INOUI'],['877 km'],[19500],['HIGH_SPEED_TRAIN']
1094,Nantes-Strasbourg route 5,Nantes;-Strasbourg,['Nantes;-Strasbourg'],['TGV INOUI'],['877 km'],[19500],['HIGH_SPEED_TRAIN']
1095,Nantes-Strasbourg route 6,Nantes;-Strasbourg,"['Nantes;-Gare Montparnasse', ""Gare de l'Est;-Strasbourg""]","['TGV INOUI', 'ICE']","['385 km', '438 km']","[8280, 6300]","['HIGH_SPEED_TRAIN', 'HIGH_SPEED_TRAIN']"
1096,Nantes-Saint-Étienne route 1,Nantes;-Saint-Étienne,"['Nantes;-Le Mans', 'Le Mans;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TER']","['184 km', '620 km', '59.8 km']","[5520, 10800, 2880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1097,Nantes-Saint-Étienne route 2,Nantes;-Saint-Étienne,"['Nantes;-Le Mans', 'Le Mans;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TER', 'TGV INOUI', 'TER']","['184 km', '620 km', '59.8 km']","[5520, 10800, 2880]","['HEAVY_RAIL', 'HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1098,Nantes-Saint-Étienne route 3,Nantes;-Saint-Étienne,"['Nantes;-Roanne', 'Roanne;-Saint-Étienne La Terrasse']","['INTERCITES', 'TER']","['573 km', '78.8 km']","[19860, 3900]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1099,Nantes-Saint-Étienne route 4,Nantes;-Saint-Étienne,"['Nantes;-Roanne', 'Roanne;-Saint-Étienne La Terrasse']","['INTERCITES', 'TER']","['573 km', '78.8 km']","[19860, 3900]","['LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1100,Nantes-Saint-Étienne route 5,Nantes;-Saint-Étienne,"['Nantes;-Gare Montparnasse', 'Gare de Lyon;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'FR', 'TER']","['385 km', '431 km', '59.8 km']","[7260, 6960, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL', 'HEAVY_RAIL']"
1101,Nantes-Saint-Étienne route 6,Nantes;-Saint-Étienne,"['Nantes;-Lyon Part Dieu', 'Lyon Part Dieu;-St-Etienne-Châteaucreux']","['TGV INOUI', 'TER']","['835 km', '59.8 km']","[17160, 2940]","['HIGH_SPEED_TRAIN', 'HEAVY_RAIL']"
1102,Nantes-Toulouse route 1,Nantes;-Toulouse,"['Nantes;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['INTERCITES', 'INTERCITES', 'TER']","['373 km', '257 km', '3.9 km']","[15060, 8880, 240]","['LONG_DISTANCE_TRAIN', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
1103,Nantes-Toulouse route 2,Nantes;-Toulouse,"['Nantes;-Bordeaux Saint-Jean', 'Bordeaux Saint-Jean;-Toulouse Matabiau', 'Toulouse Matabiau;-Saint-Agne']","['IC-NB', 'INTERCITES', 'TER']","['373 km', '257 km', '3.9 km']","[15060, 8880, 240]","['HEAVY_RAIL', 'LONG_DISTANCE_TRAIN', 'HEAVY_RAIL']"
